"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"108","1999",14.34,368.38,315.15,1772.33,"1999","Albania",312.3,1033.24,"Low",0.0125,"Less Than 0.5%","1999","Albania",298.2496,0.955009926352866,"Low",92.58429,0.296459462055716,"Low","1999","Albania",235.687,0.7546813960935,"Low"
"109","2000",14.33,369.55,316.14,1774.07,"2000","Albania",312.9,1126.68,"Low",0.0123,"Less Than 0.5%","2000","Albania",301.9136,0.964888462767658,"Low",126.34267,0.40377970597635,"Low","2000","Albania",260.88,0.833748801534037,"Low"
"110","2001",14.47,371.14,316.89,1772.95,"2001","Albania",313,1281.66,"Low",0.0128,"Less Than 0.5%","2001","Albania",322.0656,1.02896357827476,"Low",92.70054,0.29616785942492,"Low","2001","Albania",234.523,0.749274760383387,"Low"
"111","2002",14.52,373.28,317.47,1773.14,"2002","Albania",312.6,1425.12,"Low",0.0147,"Less Than 0.5%","2002","Albania",374.8272,1.19906333973129,"Low",98.92038,0.316443953934741,"Low","2002","Albania",233.322,0.746391554702495,"Low"
"112","2003",14.54,375.8,318.21,1777.41,"2003","Albania",311.8,1846.12,"Low",0.016,"Less Than 0.5%","2003","Albania",429.0544,1.37605644644003,"Low",95.4862,0.306241821680564,"Low","2003","Albania",247.319,0.79319756254009,"Low"
"113","2004",14.48,377.52,318.93,1775.44,"2004","Albania",310.5,2373.58,"Low",0.0148,"Less Than 0.5%","2004","Albania",416.2304,1.34051658615137,"Low",102.91597,0.331452399355878,"Low","2004","Albania",247.002,0.795497584541063,"Low"
"114","2005",14.57,379.8,319.6,1774.55,"2005","Albania",308.7,2673.79,"Low",0.0145,"Less Than 0.5%","2005","Albania",425.024,1.37681891804341,"Low",102.62116,0.332430061548429,"Low","2005","Albania",247.705,0.802413346290897,"Low"
"115","2006",14.54,381.9,320.37,1776.4,"2006","Albania",306.3,2972.74,"Low",0.0129,"Less Than 0.5%","2006","Albania",389.4832,1.27157427358799,"Low",107.57496,0.351207835455436,"Low","2006","Albania",248.528,0.811387528566765,"Low"
"116","2007",14.52,383.79,321.14,1781.75,"2007","Albania",303.4,3595.04,"Low",0.0127,"Less Than 0.5%","2007","Albania",392.4144,1.29338958470666,"Low",107.03835,0.35279614370468,"Low","2007","Albania",250.574,0.825886618325643,"Low"
"117","2008",14.44,385.6,322.11,1789.94,"2008","Albania",300.3,4370.54,"Low",0.0137,"Less Than 0.5%","2008","Albania",437.1152,1.45559507159507,"Low",110.97473,0.36954622044622,"Low","2008","Albania",251.663,0.838038628038628,"Low"
"118","2009",14.55,387.43,322.88,1793.63,"2009","Albania",297.3,4114.14,"Low",0.0139,"Less Than 0.5%","2009","Albania",437.4816,1.4715156407669,"Low",113.956,0.383303060881265,"Low","2009","Albania",247.52,0.832559704002691,"Low"
"119","2010",14.62,389.9,323.7,1796.84,"2010","Albania",294.8,4094.36,"Low",0.0139,"Less Than 0.5%","2010","Albania",459.4656,1.5585671641791,"Low",112.35733,0.381130698778833,"High","2010","Albania",259.237,0.879365671641791,"Low"
"120","2011",14.48,391.65,324.61,1803.42,"2011","Albania",292.9,4437.18,"Low",0.0152,"Less Than 0.5%","2011","Albania",523.5856,1.78759166951178,"Low",113.4809033,0.387439068965517,"Low","2011","Albania",261.82937,0.893920689655173,"Low"
"121","2012",14.54,393.85,325.58,1810.33,"2012","Albania",291.4,4247.61,"Low",0.014,"Less Than 0.5%","2012","Albania",490.6096,1.68362937542896,"Low",114.6044766,0.393289212765957,"High","2012","Albania",264.42174,0.907418462594372,"High"
"122","2013",14.57,396.52,326.53,1815.44,"2013","Albania",290.4,4413.08,"Low",0.0144,"Less Than 0.5%","2013","Albania",505.9984,1.74241873278237,"Low",NA,NA,NA,"2013","Albania",NA,NA,NA
"123","2014",14.64,398.65,327.61,1824.4,"2014","Albania",289.6,4578.67,"Low",0.0161,"Less Than 0.5%","2014","Albania",571.2176,1.9724364640884,"Low",NA,NA,NA,"2014","Albania",NA,NA,NA
"124","2015",14.83,400.83,328.51,1834.63,"2015","Albania",289.1,3952.83,"Low",0.0168,"Less Than 0.5%","2015","Albania",594.772428,2.05732420615704,"Low",NA,NA,NA,"2015","Albania",NA,NA,NA
"125","2016",14.89,404.24,329.29,1842.4,"2016","Albania",288.6,4124.11,"Low",0.0176,"Less Than 0.5%","2016","Albania",627.285794,2.17354744975745,"Low",NA,NA,NA,"2016","Albania",NA,NA,NA
"126","2017",14.81,406.55,NA,1849.63,"2017","Albania",288.4,4532.89,"Low",0.0176,"Less Than 0.5%","2017","Albania",637.9207,2.21193030513176,"Low",NA,NA,NA,"2017","Albania",NA,NA,NA
"127","1955",13.77,314.71,290.1,1207.03,"1955","Algeria",977.4,NA,NA,0.0635,"Less Than 0.5%","1955","Algeria",460.9312,0.471589113975854,"Low",NA,NA,NA,"1955","Algeria",NA,NA,NA
"128","1956",13.72,315.34,NA,NA,"1956","Algeria",1000.6,NA,NA,0.0647,"Less Than 0.5%","1956","Algeria",499.7696,0.499469918049171,"Low",NA,NA,NA,"1956","Algeria",NA,NA,NA
"129","1957",13.97,315.34,NA,NA,"1957","Algeria",1025.4,NA,NA,0.0696,"Less Than 0.5%","1957","Algeria",553.9968,0.540273844353423,"Low",NA,NA,NA,"1957","Algeria",NA,NA,NA
"130","1958",14.03,315.34,NA,NA,"1958","Algeria",1051.4,NA,NA,0.0635,"Less Than 0.5%","1958","Algeria",521.7536,0.496246528438273,"Low",NA,NA,NA,"1958","Algeria",NA,NA,NA
"131","1959",13.98,315.97,NA,NA,"1959","Algeria",1078.3,NA,NA,0.0629,"Less Than 0.5%","1959","Algeria",565.701693,0.524623660391357,"Low",NA,NA,NA,"1959","Algeria",NA,NA,NA
"132","1960",13.95,316.91,291.4,1262.97,"1960","Algeria",1105.8,246.31,"Low",0.0654,"Less Than 0.5%","1960","Algeria",615.124091,0.55627065563393,"Low",NA,NA,NA,"1960","Algeria",NA,NA,NA
"133","1961",14,317.64,NA,NA,"1961","Algeria",1133.6,214.78,"Low",0.0641,"Less Than 0.5%","1961","Algeria",605.591748,0.534219961185603,"Low",NA,NA,NA,"1961","Algeria",NA,NA,NA
"134","1962",14.01,318.45,NA,NA,"1962","Algeria",1162,172.25,"Low",0.0575,"Less Than 0.5%","1962","Algeria",566.100781,0.487177952667814,"Low",NA,NA,NA,"1962","Algeria",NA,NA,NA
"135","1963",14.02,318.99,NA,NA,"1963","Algeria",1191.3,226.9,"Low",0.0522,"Less Than 0.5%","1963","Algeria",541.915409,0.454894156803492,"Low",NA,NA,NA,"1963","Algeria",NA,NA,NA
"136","1964",13.76,319.62,NA,NA,"1964","Algeria",1222.2,238.05,"Low",0.0514,"Less Than 0.5%","1964","Algeria",564.30444,0.461712027491409,"Low",NA,NA,NA,"1964","Algeria",NA,NA,NA
"137","1965",13.83,320.04,292.9,1328.47,"1965","Algeria",1255.1,249.88,"Low",0.0575,"Less Than 0.5%","1965","Algeria",658.853469,0.52494101585531,"Low",NA,NA,NA,"1965","Algeria",NA,NA,NA
"138","1966",13.89,321.38,NA,NA,"1966","Algeria",1290.3,235.6,"Low",0.0699,"Less Than 0.5%","1966","Algeria",842.086157,0.652628192668372,"Low",NA,NA,NA,"1966","Algeria",NA,NA,NA
"139","1967",13.9,322.16,NA,NA,"1967","Algeria",1327.5,253.92,"Low",0.0678,"Less Than 0.5%","1967","Algeria",843.158613,0.635147731073446,"Low",NA,NA,NA,"1967","Algeria",NA,NA,NA
"140","1968",13.87,323.04,NA,NA,"1968","Algeria",1366.4,281.93,"Low",0.0693,"Less Than 0.5%","1968","Algeria",905.023752,0.662341738875878,"Low",NA,NA,NA,"1968","Algeria",NA,NA,NA
"141","1969",14.01,324.62,NA,NA,"1969","Algeria",1406.2,302.75,"Low",0.0813,"Less Than 0.5%","1969","Algeria",1126.296665,0.800950551130707,"Low",NA,NA,NA,"1969","Algeria",NA,NA,NA
"142","1970",13.96,325.68,294.9,1403.19,"1970","Algeria",1446.5,336.22,"Low",0.1014,"Less Than 0.5%","1970","Algeria",1505.89598,1.04106185966125,"Low",236.34245,0.163389180781196,"Very Low","1970","Algeria",1285.73,0.888855858969927,"Low"
"143","1971",13.83,326.32,NA,NA,"1971","Algeria",1487.2,341.39,"Low",0.121,"Less Than 0.5%","1971","Algeria",1864.953122,1.25400290613233,"Low",271.56713,0.182602965303927,"Very Low","1971","Algeria",1437.75,0.966749596557289,"Low"
"144","1972",13.94,327.45,NA,NA,"1972","Algeria",1528.6,442.35,"Low",0.1768,"Less Than 0.5%","1972","Algeria",2832.26398,1.85284834489075,"Low",277.36568,0.181450791573989,"Very Low","1972","Algeria",1990.48,1.30215883815256,"High"
"145","1973",14.09,329.68,NA,NA,"1973","Algeria",1571,554.76,"Low",0.2266,"Less Than 0.5%","1973","Algeria",3827.740092,2.43649910375557,"Low",260.09806,0.165562100572884,"Very Low","1973","Algeria",2484.61,1.58154678548695,"High"
"146","1974",13.84,330.18,NA,NA,"1974","Algeria",1614.9,817.99,"Low",0.1884,"Less Than 0.5%","1974","Algeria",3187.666036,1.97390924267757,"Low",235.13779,0.145605170598799,"Very Low","1974","Algeria",2158.89,1.33685677131711,"High"
"147","1975",13.91,331.11,297.4,1483.57,"1975","Algeria",1660.8,936.79,"Low",0.1902,"Less Than 0.5%","1975","Algeria",3200.120665,1.92685492834778,"Low",277.02344,0.166801204238921,"Very Low","1975","Algeria",1991.19,1.19893424855491,"Low"
"148","1976",13.83,332.04,NA,NA,"1976","Algeria",1708.6,1037.61,"Low",0.2198,"Less Than 0.5%","1976","Algeria",3913.106974,2.29024170314878,"Low",290.73319,0.170158720589957,"Very Low","1976","Algeria",2408.03,1.40935853915486,"High"
"149","1977",14.11,333.83,NA,NA,"1977","Algeria",1758.3,1192.74,"Low",0.228,"Less Than 0.5%","1977","Algeria",4184.491314,2.3798506022863,"Low",312.0367,0.177464994597054,"Very Low","1977","Algeria",2579.27,1.4669112210658,"High"
"150","1978",14.02,335.4,298.82,1532.77,"1978","Algeria",1810.2,1456.42,"Low",0.3365,"Less Than 0.5%","1978","Algeria",6245.526648,3.45018597282068,"High",282.60189,0.156116390454093,"Very Low","1978","Algeria",2781.23,1.53642138990167,"High"
"151","1979",14.13,336.84,300.04,1549.53,"1979","Algeria",1864.8,1782.7,"Low",0.2324,"Less Than 0.5%","1979","Algeria",4554.555153,2.44238264317889,"Low",309.0731,0.165740615615616,"Very Low","1979","Algeria",2782.57,1.49215465465465,"High"
"152","1980",14.18,338.75,300.65,1566.28,"1980","Algeria",1922.2,2203,"Low",0.3426,"Less Than 0.5%","1980","Algeria",6641.646744,3.45523189262304,"High",342.3795,0.178118562064301,"Very Low","1980","Algeria",2604.55,1.35498387264593,"High"
"153","1981",14.22,340.11,301.23,1583.48,"1981","Algeria",1982.4,2237.09,"Low",0.2467,"Less Than 0.5%","1981","Algeria",4634.198673,2.33767083989104,"Low",312.7621,0.157769420903955,"Very Low","1981","Algeria",2362.37,1.1916717110573,"High"
"154","1982",14.09,341.45,303.56,1600.69,"1982","Algeria",2045.3,2210.3,"Low",0.2103,"Less Than 0.5%","1982","Algeria",3917.302923,1.91527058279959,"Low",360.3998,0.176208771329389,"Very Low","1982","Algeria",2303.44,1.12621131374371,"Low"
"155","1983",14.26,343.05,303.78,1617.89,"1983","Algeria",2110.2,2312.66,"High",0.283,"Less Than 0.5%","1983","Algeria",5250.391458,2.48810134489622,"Low",373.5376,0.177015259217136,"Very Low","1983","Algeria",2551.2,1.20898493033836,"Low"
"156","1984",14.07,344.65,304.02,1635.09,"1984","Algeria",2176.4,2467.35,"High",0.3692,"Less Than 0.5%","1984","Algeria",7094.653022,3.25981116614593,"High",393.8612,0.180969123322919,"Very Low","1984","Algeria",2722.28,1.25081786436317,"High"
"157","1985",14.06,346.12,304.54,1652.29,"1985","Algeria",2243.2,2582.88,"High",0.3668,"Less Than 0.5%","1985","Algeria",7260.906843,3.23685219463267,"High",400.2472,0.178426890156919,"Very Low","1985","Algeria",3151.63,1.40497057774608,"High"
"158","1986",14.14,347.42,305.37,1669.49,"1986","Algeria",2310.2,2757.13,"High",0.373,"Less Than 0.5%","1986","Algeria",7608.03882,3.29323816985542,"High",409.714599999999,0.177350272703662,"Very Low","1986","Algeria",3115.22,1.34846333650766,"High"
"159","1987",14.28,349.19,305.55,1680.66,"1987","Algeria",2377.4,2807.33,"High",0.4011,"Less Than 0.5%","1987","Algeria",8388.350219,3.52837142214184,"High",434.0155,0.182558887860688,"Very Low","1987","Algeria",3145.8,1.32321022966266,"High"
"160","1988",14.29,351.57,306.49,1698.83,"1988","Algeria",2444.3,2417.38,"High",0.3861,"Less Than 0.5%","1988","Algeria",8370.803358,3.42462191956797,"High",409.0016,0.167328723970053,"Very Low","1988","Algeria",3156.62,1.29142085668699,"High"
"161","1989",14.19,353.12,307.48,1710.52,"1989","Algeria",2510.6,2215.85,"Low",0.3602,"Less Than 0.5%","1989","Algeria",7980.8266,3.17885230622162,"High",408.7629,0.1628148251414,"Very Low","1989","Algeria",3325.23,1.32447622082371,"High"
"162","1990",14.35,354.39,308.78,1709.33,"1990","Algeria",2575.9,2408.69,"Low",0.3459,"Less Than 0.5%","1990","Algeria",7673.664021,2.97902248573314,"High",425.6176,0.16523063783532,"Very Low","1990","Algeria",3229.94,1.2539073721806,"High"
"163","1991",14.29,355.61,309.57,1729.07,"1991","Algeria",2640,1731.61,"Low",0.3513,"Less Than 0.5%","1991","Algeria",7880.535189,2.98505120795455,"High",415.3876,0.157343787878788,"Very Low","1991","Algeria",3340.48,1.26533333333333,"High"
"164","1992",14.14,356.45,310,1731.05,"1992","Algeria",2702.8,1776.04,"Low",0.3599,"Less Than 0.5%","1992","Algeria",7988.177087,2.95551912350155,"Low",429.7902,0.159016649400622,"Very Low","1992","Algeria",3748.73,1.38698016871393,"High"
"165","1993",14.18,357.1,310.25,1735.65,"1993","Algeria",2763.6,1807.33,"Low",0.3699,"Less Than 0.5%","1993","Algeria",8194.24404,2.96506152844116,"Low",441.3439,0.159698907222463,"Very Low","1993","Algeria",3739.7,1.35319872629903,"High"
"166","1994",14.24,358.83,310.98,1741.66,"1994","Algeria",2821.4,1507.87,"Low",0.3823,"Less Than 0.5%","1994","Algeria",8614.667545,3.05333080917275,"Low",410.495799999999,0.145493655631955,"Very Low","1994","Algeria",3637.65,1.28930672715673,"High"
"167","1995",14.37,360.82,311.78,1747.1,"1995","Algeria",2875.8,1452.27,"Low",0.4128,"Less Than 0.5%","1995","Algeria",9498.196104,3.30280134362612,"Low",363.6579,0.126454517003964,"Very Low","1995","Algeria",3960.3,1.37711245566451,"High"
"168","1996",14.22,362.61,312.81,1749.86,"1996","Algeria",2926.6,1603.94,"Low",0.4115,"Less Than 0.5%","1996","Algeria",9678.611998,3.30711815690562,"High",351.5989,0.120139035057746,"Very Low","1996","Algeria",4062.06,1.38797922503929,"High"
"169","1997",14.41,363.73,313.53,1753.94,"1997","Algeria",2974.3,1619.81,"Low",0.3638,"Less Than 0.5%","1997","Algeria",8700.434551,2.92520409877954,"Low",372.9393,0.125387250781697,"Very Low","1997","Algeria",4183.66,1.40660323437447,"High"
"170","1998",14.55,366.7,314.2,1762.43,"1998","Algeria",3019.3,1596,"Low",0.4445,"Less Than 0.5%","1998","Algeria",10662.08302,3.53130958169112,"High",416.5036,0.137947073825059,"Very Low","1998","Algeria",4281.56,1.41806378962011,"High"
"171","1999",14.34,368.38,315.15,1772.33,"1999","Algeria",3062.3,1588.3,"Low",0.3831,"Less Than 0.5%","1999","Algeria",9166.791141,2.99343341312086,"Low",447.2432,0.146048133755674,"Very Low","1999","Algeria",4571.91,1.49296607125363,"High"
"172","2000",14.33,369.55,316.14,1774.07,"2000","Algeria",3104.2,1764.89,"Low",0.3561,"Less Than 0.5%","2000","Algeria",8744.268276,2.81691523613169,"Low",460.2787,0.148276109786741,"Very Low","2000","Algeria",4505.26,1.45134334127956,"High"
"173","2001",14.47,371.14,316.89,1772.95,"2001","Algeria",3145.2,1740.56,"Low",0.3333,"Less Than 0.5%","2001","Algeria",8378.067362,2.66376299186061,"Low",470.5614,0.149612552460893,"Very Low","2001","Algeria",4226.27,1.34372059010556,"High"
"174","2002",14.52,373.28,317.47,1773.14,"2002","Algeria",3185.5,1781.76,"Low",0.3507,"Less Than 0.5%","2002","Algeria",8940.672123,2.80667779720609,"Low",468.1868,0.146974352534924,"Very Low","2002","Algeria",4224.71,1.32623136085387,"High"
"175","2003",14.54,375.8,318.21,1777.41,"2003","Algeria",3226.4,2103.45,"Low",0.3389,"Less Than 0.5%","2003","Algeria",9104.819345,2.82197475359534,"Low",474.0613,0.146931967517977,"Very Low","2003","Algeria",4512.19,1.39852157203075,"High"
"176","2004",14.48,377.52,318.93,1775.44,"2004","Algeria",3269.2,2609.95,"Low",0.3117,"Less Than 0.5%","2004","Algeria",8785.310249,2.68729666248624,"Low",484.4308,0.148180227578613,"Very Low","2004","Algeria",4478.99,1.37005689465313,"High"
"177","2005",14.57,379.8,319.6,1774.55,"2005","Algeria",3315,3113.1,"Low",0.3639,"Less Than 0.5%","2005","Algeria",10647.319,3.21186093514329,"Low",487.6858,0.147114871794872,"Very Low","2005","Algeria",4673.73,1.40987330316742,"High"
"178","2006",14.54,381.9,320.37,1776.4,"2006","Algeria",3364.1,3478.82,"Low",0.3308,"Less Than 0.5%","2006","Algeria",10020.11615,2.97854289408757,"Low",447.2525,0.132948634107191,"Very Low","2006","Algeria",4747.53,1.41123331648881,"High"
"179","2007",14.52,383.79,321.14,1781.75,"2007","Algeria",3416.7,3950.56,"Low",0.351,"Less Than 0.5%","2007","Algeria",10839.99732,3.17265118974449,"Low",556.1245,0.16276655837504,"Very Low","2007","Algeria",4654.74,1.36234963561331,"High"
"180","2008",14.44,385.6,322.11,1789.94,"2008","Algeria",3473.1,4923.54,"Low",0.3421,"Less Than 0.5%","2008","Algeria",10903.1837,3.13932328467363,"Low",563.9117,0.162365523595635,"Very Low","2008","Algeria",4743.68,1.36583455702398,"High"
"181","2009",14.55,387.43,322.88,1793.63,"2009","Algeria",3533.4,3883.38,"Low",0.3813,"Less Than 0.5%","2009","Algeria",12018.58641,3.40142254202751,"Low",614.42,0.173889171902417,"Very Low","2009","Algeria",4704.58,1.33145978377766,"High"
"182","2010",14.62,389.9,323.7,1796.84,"2010","Algeria",3597.7,4480.72,"Low",0.3563,"Less Than 0.5%","2010","Algeria",11781.40766,3.27470541179087,"Low",625.6885,0.173913472496317,"Very Low","2010","Algeria",4757.55,1.32238652472413,"High"
"183","2011",14.48,391.65,324.61,1803.42,"2011","Algeria",3666.1,5455.74,"Low",0.3487,"Less Than 0.5%","2011","Algeria",11980.68875,3.2679656174136,"Low",631.945385,0.172375381195276,"Very Low","2011","Algeria",4805.1255,1.31069133411527,"High"
"184","2012",14.54,393.85,325.58,1810.33,"2012","Algeria",3738.4,5592.33,"Low",0.3669,"Less Than 0.5%","2012","Algeria",12810.99511,3.42686580087738,"Low",638.20227,0.170715351487267,"Very Low","2012","Algeria",4852.701,1.29806895998288,"High"
"185","2013",14.57,396.52,326.53,1815.44,"2013","Algeria",3814,5499.58,"Low",0.3762,"Less Than 0.5%","2013","Algeria",13243.46303,3.47232905873099,"Low",NA,NA,NA,"2013","Algeria",NA,NA,NA
"186","2014",14.64,398.65,327.61,1824.4,"2014","Algeria",3892.4,5493.03,"Low",0.4032,"Less Than 0.5%","2014","Algeria",14317.70501,3.67837452728394,"Low",NA,NA,NA,"2014","Algeria",NA,NA,NA
"187","2015",14.83,400.83,328.51,1834.63,"2015","Algeria",3972.8,4177.87,"Low",0.4246,"Less Than 0.5%","2015","Algeria",15059.24977,3.79058844391865,"Low",NA,NA,NA,"2015","Algeria",NA,NA,NA
"188","2016",14.89,404.24,329.29,1842.4,"2016","Algeria",4055.1,3946.42,"Low",0.4215,"Less Than 0.5%","2016","Algeria",15037.80255,3.70836787008952,"High",NA,NA,NA,"2016","Algeria",NA,NA,NA
"189","2017",14.81,406.55,NA,1849.63,"2017","Algeria",4138.9,4044.3,"Low",0.4164,"Less Than 0.5%","2017","Algeria",15055.13766,3.63747315953514,"High",NA,NA,NA,"2017","Algeria",NA,NA,NA
"190","1955",13.77,314.71,290.1,1207.03,"1955","Angola",504.3,NA,NA,0.0057,"Less Than 0.5%","1955","Angola",41.4032,0.082100337100932,"Very Low",NA,NA,NA,"1955","Angola",NA,NA,NA
"191","1956",13.72,315.34,NA,NA,"1956","Angola",514.1,NA,NA,0.0065,"Less Than 0.5%","1956","Angola",50.1968,0.0976401478311612,"Very Low",NA,NA,NA,"1956","Angola",NA,NA,NA
"192","1957",13.97,315.34,NA,NA,"1957","Angola",522.8,NA,NA,0.0078,"Less Than 0.5%","1957","Angola",61.9216,0.118442234123948,"Very Low",NA,NA,NA,"1957","Angola",NA,NA,NA
"193","1958",14.03,315.34,NA,NA,"1958","Angola",530.7,NA,NA,0.0072,"Less Than 0.5%","1958","Angola",59.3568,0.111846240814019,"Very Low",NA,NA,NA,"1958","Angola",NA,NA,NA
"194","1959",13.98,315.97,NA,NA,"1959","Angola",538.1,NA,NA,0.0069,"Less Than 0.5%","1959","Angola",61.859197,0.114958552313696,"Very Low",NA,NA,NA,"1959","Angola",NA,NA,NA
"195","1960",13.95,316.91,291.4,1262.97,"1960","Angola",545.5,NA,NA,0.0058,"Less Than 0.5%","1960","Angola",54.894625,0.100631759853346,"Very Low",NA,NA,NA,"1960","Angola",NA,NA,NA
"196","1961",14,317.64,NA,NA,"1961","Angola",553.1,NA,NA,0.0048,"Less Than 0.5%","1961","Angola",45.371197,0.0820307304284939,"Very Low",NA,NA,NA,"1961","Angola",NA,NA,NA
"197","1962",14.01,318.45,NA,NA,"1962","Angola",560.8,NA,NA,0.012,"Less Than 0.5%","1962","Angola",117.912453,0.210257583808845,"Very Low",NA,NA,NA,"1962","Angola",NA,NA,NA
"198","1963",14.02,318.99,NA,NA,"1963","Angola",567.9,NA,NA,0.0111,"Less Than 0.5%","1963","Angola",114.972339,0.202451732699419,"Very Low",NA,NA,NA,"1963","Angola",NA,NA,NA
"199","1964",13.76,319.62,NA,NA,"1964","Angola",573.5,NA,NA,0.0111,"Less Than 0.5%","1964","Angola",122.291424,0.213237007846556,"Very Low",NA,NA,NA,"1964","Angola",NA,NA,NA
"200","1965",13.83,320.04,292.9,1328.47,"1965","Angola",577.1,NA,NA,0.0103,"Less Than 0.5%","1965","Angola",118.615538,0.205537234448103,"Very Low",NA,NA,NA,"1965","Angola",NA,NA,NA
"201","1966",13.89,321.38,NA,NA,"1966","Angola",578.1,NA,NA,0.0129,"Less Than 0.5%","1966","Angola",155.246623,0.268546312056738,"Very Low",NA,NA,NA,"1966","Angola",NA,NA,NA
